# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
create_sa:copper_boots raw_id=11183 class=net.mcreator.createstuffadditions.item.CopperItem$Boots
create_sa:copper_chestplate raw_id=11181 class=net.mcreator.createstuffadditions.item.CopperItem$Chestplate
create_sa:copper_exoskeleton_chestplate raw_id=11175 class=net.mcreator.createstuffadditions.item.CopperExoskeletonItem$Chestplate
create_sa:copper_helmet raw_id=11180 class=net.mcreator.createstuffadditions.item.CopperItem$Helmet
create_sa:copper_hoe raw_id=11197 class=net.mcreator.createstuffadditions.item.CopperHoeItem
create_sa:copper_jetpack_chestplate raw_id=11172 class=net.mcreator.createstuffadditions.item.CopperJetpackItem$Chestplate
create_sa:copper_leggings raw_id=11182 class=net.mcreator.createstuffadditions.item.CopperItem$Leggings
create_sa:copper_magnet raw_id=11213 class=net.mcreator.createstuffadditions.item.CopperMagnetItem
create_sa:copper_pickaxe raw_id=11193 class=net.mcreator.createstuffadditions.item.CopperPickaxeItem
create_sa:copper_shovel raw_id=11196 class=net.mcreator.createstuffadditions.item.CopperShovelItem
create_sa:copper_sword raw_id=11195 class=net.mcreator.createstuffadditions.item.CopperSwordItem
create_sa:creative_filling_tank raw_id=11235 class=net.mcreator.createstuffadditions.item.CreativeFillingTankItem
create_sa:drone_controller raw_id=11215 class=net.mcreator.createstuffadditions.item.DroneControllerItem
create_sa:experience_axe raw_id=11230 class=net.mcreator.createstuffadditions.item.ExperienceAxeItem
create_sa:experience_pickaxe raw_id=11228 class=net.mcreator.createstuffadditions.item.ExperiencePickaxeItem
create_sa:experience_shovel raw_id=11229 class=net.mcreator.createstuffadditions.item.ExperienceShovelItem
create_sa:experience_sword raw_id=11231 class=net.mcreator.createstuffadditions.item.ExperienceSwordItem
create_sa:fan_component raw_id=11216 class=net.mcreator.createstuffadditions.item.FanComponentItem
create_sa:flamethrower raw_id=11227 class=net.mcreator.createstuffadditions.item.FlamethrowerItem
create_sa:grapplin_whisk raw_id=11233 class=net.mcreator.createstuffadditions.item.GrapplinWhiskItem
create_sa:heap_of_experience raw_id=11218 class=net.mcreator.createstuffadditions.item.HeapOfExperienceItem
create_sa:heat_engine raw_id=11166 class=net.mcreator.createstuffadditions.item.HeatEngineItem
create_sa:hydraulic_engine raw_id=11164 class=net.mcreator.createstuffadditions.item.HydraulicEngineItem
create_sa:incomplete_book raw_id=11236 class=net.mcreator.createstuffadditions.item.IncompleteBookItem
create_sa:incomplete_heat_engine raw_id=11169 class=net.mcreator.createstuffadditions.item.IncompleteHeatEngineItem
create_sa:incomplete_hydraulic_engine raw_id=11167 class=net.mcreator.createstuffadditions.item.IncompleteHydraulicEngineItem
create_sa:incomplete_steam_engine raw_id=11168 class=net.mcreator.createstuffadditions.item.IncompleteSteamEngineItem
create_sa:incomplete_web raw_id=11237 class=net.mcreator.createstuffadditions.item.IncompleteWebItem
create_sa:large_filling_tank raw_id=11220 class=net.mcreator.createstuffadditions.item.LargeFillingTankItem
create_sa:large_fueling_tank raw_id=11226 class=net.mcreator.createstuffadditions.item.LargeFuelingTankItem
create_sa:medium_filling_tank raw_id=11219 class=net.mcreator.createstuffadditions.item.MediumFillingTankItem
create_sa:medium_fueling_tank raw_id=11225 class=net.mcreator.createstuffadditions.item.MediumFuelingTankItem
create_sa:netherite_jetpack_chestplate raw_id=11241 class=net.mcreator.createstuffadditions.item.NetheriteJetpackItem$Chestplate
create_sa:portable_drill raw_id=11232 class=net.mcreator.createstuffadditions.item.PortableDrillItem
create_sa:propeller_render_prop raw_id=11240 class=net.minecraft.world.item.BlockItem
create_sa:rose_quartz_axe raw_id=11205 class=net.mcreator.createstuffadditions.item.RoseQuartzAxeItem
create_sa:rose_quartz_pickaxe raw_id=11203 class=net.mcreator.createstuffadditions.item.RoseQuartzPickaxeItem
create_sa:rose_quartz_shovel raw_id=11204 class=net.mcreator.createstuffadditions.item.RoseQuartzShovelItem
create_sa:rose_quartz_sword raw_id=11206 class=net.mcreator.createstuffadditions.item.RoseQuartzSwordItem
create_sa:slime_boots raw_id=11223 class=net.mcreator.createstuffadditions.item.SlimeItem$Boots
create_sa:slime_helmet raw_id=11222 class=net.mcreator.createstuffadditions.item.SlimeItem$Helmet
create_sa:small_filling_tank raw_id=11217 class=net.mcreator.createstuffadditions.item.SmallFillingTankItem
create_sa:small_fueling_tank raw_id=11224 class=net.mcreator.createstuffadditions.item.SmallFuelingTankItem
create_sa:steam_engine raw_id=11165 class=net.mcreator.createstuffadditions.item.SteamEngineItem
create_sa:vault_component raw_id=11221 class=net.mcreator.createstuffadditions.item.VaultComponentItem
create_sa:zinc_axe raw_id=11199 class=net.mcreator.createstuffadditions.item.ZincAxeItem
create_sa:zinc_boots raw_id=11187 class=net.mcreator.createstuffadditions.item.ZincItem$Boots
create_sa:zinc_chestplate raw_id=11185 class=net.mcreator.createstuffadditions.item.ZincItem$Chestplate
create_sa:zinc_handle raw_id=11211 class=net.mcreator.createstuffadditions.item.ZincHandleItem
create_sa:zinc_helmet raw_id=11184 class=net.mcreator.createstuffadditions.item.ZincItem$Helmet
create_sa:zinc_hoe raw_id=11202 class=net.mcreator.createstuffadditions.item.ZincHoeItem
create_sa:zinc_leggings raw_id=11186 class=net.mcreator.createstuffadditions.item.ZincItem$Leggings
create_sa:zinc_pickaxe raw_id=11198 class=net.mcreator.createstuffadditions.item.ZincPickaxeItem
create_sa:zinc_shovel raw_id=11201 class=net.mcreator.createstuffadditions.item.ZincShovelItem
create_sa:zinc_sword raw_id=11200 class=net.mcreator.createstuffadditions.item.ZincSwordItem
createadditionallogistics:andesite_encased_black_flexible_shaft raw_id=4559 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_blue_flexible_shaft raw_id=4555 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_brown_flexible_shaft raw_id=4556 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_cyan_flexible_shaft raw_id=4553 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_flexible_shaft raw_id=4543 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_gray_flexible_shaft raw_id=4551 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_green_flexible_shaft raw_id=4557 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_lazy_cogwheel raw_id=4516 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_lazy_large_cogwheel raw_id=4517 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_lazy_shaft raw_id=4509 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_light_blue_flexible_shaft raw_id=4547 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_light_gray_flexible_shaft raw_id=4552 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_lime_flexible_shaft raw_id=4549 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_magenta_flexible_shaft raw_id=4546 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_orange_flexible_shaft raw_id=4545 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_pink_flexible_shaft raw_id=4550 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_purple_flexible_shaft raw_id=4554 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_red_flexible_shaft raw_id=4558 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_white_flexible_shaft raw_id=4544 class=net.minecraft.world.item.BlockItem
createadditionallogistics:andesite_encased_yellow_flexible_shaft raw_id=4548 class=net.minecraft.world.item.BlockItem
createadditionallogistics:black_flexible_shaft raw_id=4542 class=net.minecraft.world.item.BlockItem
createadditionallogistics:black_short_seat raw_id=4647 class=net.minecraft.world.item.BlockItem
createadditionallogistics:black_tall_seat raw_id=4663 class=net.minecraft.world.item.BlockItem
createadditionallogistics:blue_flexible_shaft raw_id=4538 class=net.minecraft.world.item.BlockItem
createadditionallogistics:blue_short_seat raw_id=4643 class=net.minecraft.world.item.BlockItem
createadditionallogistics:blue_tall_seat raw_id=4659 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_black_flexible_shaft raw_id=4576 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_blue_flexible_shaft raw_id=4572 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_brown_flexible_shaft raw_id=4573 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_cyan_flexible_shaft raw_id=4570 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_flexible_shaft raw_id=4560 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_gray_flexible_shaft raw_id=4568 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_green_flexible_shaft raw_id=4574 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_lazy_cogwheel raw_id=4518 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_lazy_large_cogwheel raw_id=4519 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_lazy_shaft raw_id=4510 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_light_blue_flexible_shaft raw_id=4564 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_light_gray_flexible_shaft raw_id=4569 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_lime_flexible_shaft raw_id=4566 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_magenta_flexible_shaft raw_id=4563 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_orange_flexible_shaft raw_id=4562 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_pink_flexible_shaft raw_id=4567 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_purple_flexible_shaft raw_id=4571 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_red_flexible_shaft raw_id=4575 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_white_flexible_shaft raw_id=4561 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brass_encased_yellow_flexible_shaft raw_id=4565 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brown_flexible_shaft raw_id=4539 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brown_short_seat raw_id=4644 class=net.minecraft.world.item.BlockItem
createadditionallogistics:brown_tall_seat raw_id=4660 class=net.minecraft.world.item.BlockItem
createadditionallogistics:cash_register raw_id=4629 class=com.simibubi.create.content.logistics.packagerLink.LogisticallyLinkedBlockItem
createadditionallogistics:copper_encased_black_flexible_shaft raw_id=4593 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_blue_flexible_shaft raw_id=4589 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_brown_flexible_shaft raw_id=4590 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_cyan_flexible_shaft raw_id=4587 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_flexible_shaft raw_id=4577 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_gray_flexible_shaft raw_id=4585 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_green_flexible_shaft raw_id=4591 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_lazy_cogwheel raw_id=4520 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_lazy_large_cogwheel raw_id=4521 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_lazy_shaft raw_id=4511 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_light_blue_flexible_shaft raw_id=4581 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_light_gray_flexible_shaft raw_id=4586 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_lime_flexible_shaft raw_id=4583 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_magenta_flexible_shaft raw_id=4580 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_orange_flexible_shaft raw_id=4579 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_pink_flexible_shaft raw_id=4584 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_purple_flexible_shaft raw_id=4588 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_red_flexible_shaft raw_id=4592 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_white_flexible_shaft raw_id=4578 class=net.minecraft.world.item.BlockItem
createadditionallogistics:copper_encased_yellow_flexible_shaft raw_id=4582 class=net.minecraft.world.item.BlockItem
createadditionallogistics:cyan_flexible_shaft raw_id=4536 class=net.minecraft.world.item.BlockItem
createadditionallogistics:cyan_short_seat raw_id=4641 class=net.minecraft.world.item.BlockItem
createadditionallogistics:cyan_tall_seat raw_id=4657 class=net.minecraft.world.item.BlockItem
createadditionallogistics:flexible_shaft raw_id=4526 class=net.minecraft.world.item.BlockItem
createadditionallogistics:gray_flexible_shaft raw_id=4534 class=net.minecraft.world.item.BlockItem
createadditionallogistics:gray_short_seat raw_id=4639 class=net.minecraft.world.item.BlockItem
createadditionallogistics:gray_tall_seat raw_id=4655 class=net.minecraft.world.item.BlockItem
createadditionallogistics:green_flexible_shaft raw_id=4540 class=net.minecraft.world.item.BlockItem
createadditionallogistics:green_short_seat raw_id=4645 class=net.minecraft.world.item.BlockItem
createadditionallogistics:green_tall_seat raw_id=4661 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_black_flexible_shaft raw_id=4610 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_blue_flexible_shaft raw_id=4606 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_brown_flexible_shaft raw_id=4607 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_cyan_flexible_shaft raw_id=4604 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_flexible_shaft raw_id=4594 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_gray_flexible_shaft raw_id=4602 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_green_flexible_shaft raw_id=4608 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_lazy_cogwheel raw_id=4522 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_lazy_large_cogwheel raw_id=4523 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_lazy_shaft raw_id=4512 class=net.minecraft.world.item.BlockItem
createadditionallogistics:industrial_iron_encased_light_blue_flexible_shaft raw_id=4598 class=net.minecraft.world.item.BlockItem
