# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
displaydelight:ctd_eggplant_parmesan raw_id=7535 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ctd_fried_eggplant_pasta raw_id=7507 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ctd_hearty_salad raw_id=7504 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ctd_plated_avocado_toast raw_id=7677 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ctd_plated_beef_burrito raw_id=7674 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_calamari_roll raw_id=7689 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_chicken_roll raw_id=7681 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_chicken_roll_slice raw_id=7683 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_chicken_taco raw_id=7678 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_egg_roll raw_id=7688 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_eggplant_burger raw_id=7676 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ctd_plated_elote raw_id=7672 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_empanada raw_id=7673 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_fish_taco raw_id=7680 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_midori_roll raw_id=7682 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_midori_roll_slice raw_id=7684 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_mutton_sandwich raw_id=7675 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ctd_plated_pork_wrap raw_id=7679 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_pufferfish_roll raw_id=7685 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_rice_ball raw_id=7687 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_plated_tropical_roll raw_id=7686 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ctd_poached_eggplants raw_id=7534 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ctd_small_plated_calamari_roll raw_id=7743 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_chicken_roll_slice raw_id=7738 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_cut_pickle raw_id=7744 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_egg_roll raw_id=7742 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_midori_roll_slice raw_id=7739 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_pufferfish_roll raw_id=7740 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_small_plated_tropical_roll raw_id=7741 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ctd_spicy_curry raw_id=7506 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_berry_matcha_latte raw_id=7485 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:df_cactus_chili raw_id=7486 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_cactus_soup raw_id=7490 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_ender_nectar raw_id=7484 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:df_field_salad raw_id=7487 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_matcha_ice_cream raw_id=7479 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_matcha_latte raw_id=7483 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:df_matcha_milkshake raw_id=7480 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:df_plated_cantaloupe_bread raw_id=7662 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:df_plated_cantaloupe_popsicle raw_id=7661 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:df_plated_cheeseburger raw_id=7657 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:df_plated_cooked_marshmallow_stick raw_id=7660 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:df_plated_deluxe_cheeseburger raw_id=7658 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:df_plated_nut_butter_and_jelly_sandwich raw_id=7659 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:df_plated_smore raw_id=7656 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:df_plated_wrapped_cantaloupe raw_id=7663 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:df_salmonberry_ice_cream raw_id=7481 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_salmonberry_milkshake raw_id=7482 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:df_sinigang raw_id=7489 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:df_small_plated_pumpkin_pie_slice raw_id=7733 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:df_small_plated_salmonberry_pie_slice raw_id=7732 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:df_stuffed_cantaloupe raw_id=7488 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_apple_juice raw_id=7476 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:ed_asparagus_and_bacon_cheesy raw_id=7468 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ed_asparagus_mushroom_pasta raw_id=7532 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ed_asparagus_soup raw_id=7466 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_asparagus_soup_creamy raw_id=7467 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_cinnamon_apples raw_id=7475 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_cinnamon_rice raw_id=7474 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_cranberry_chicken raw_id=7531 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ed_cranberry_juice raw_id=7530 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:ed_glow_berry_juice raw_id=7478 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:ed_mac_and_cheese raw_id=7471 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_peanut_honey_soup raw_id=7470 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_peanut_salad raw_id=7472 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:ed_peperonata raw_id=7469 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ed_plated_berry_sweet_roll raw_id=7654 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_plated_cheese_sandwich raw_id=7648 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_chocolate_cookie raw_id=7650 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_plated_cranberry_goat_cheese_toast raw_id=7692 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_glow_berry_jelly_sandwich raw_id=7646 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_glow_berry_sweet_roll raw_id=7655 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_plated_grilled_cheese raw_id=7649 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_peanut_butter_honey_sandwich raw_id=7645 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_peanut_butter_sandwich raw_id=7644 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_snickerdoodle raw_id=7652 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_plated_sugar_cookie raw_id=7651 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_plated_sweet_berry_jelly_sandwich raw_id=7647 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:ed_plated_sweet_roll raw_id=7653 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:ed_small_plated_berry_sweet_roll raw_id=7729 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_small_plated_cheese_slice raw_id=7731 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_small_plated_cranberry_cobbler_slice raw_id=7746 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_small_plated_glow_berry_sweet_roll raw_id=7730 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_small_plated_honeyed_goat_cheese_tart_slice raw_id=7747 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_small_plated_sweet_roll raw_id=7728 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:ed_sweet_berry_juice raw_id=7477 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:ed_sweet_potato_casserole raw_id=7533 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:ed_sweet_potato_salad raw_id=7473 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_assorted_salad raw_id=7570 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_bubble_tea raw_id=7574 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:edd_chorus_flower_tea raw_id=7576 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:edd_chorus_fruit_milk_tea raw_id=7572 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:edd_chorus_fruit_wine raw_id=7573 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:edd_dragon_breath_and_chorus_soup raw_id=7563 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_dragon_breath_soda raw_id=7575 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:edd_dragon_leg_with_sauce raw_id=7580 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_dragon_meat_stew raw_id=7578 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_end_mixed_salad raw_id=7569 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_ender_congee raw_id=7571 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_ender_noodle raw_id=7565 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_enderman_gristle_stew raw_id=7566 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_grilled_shulker raw_id=7577 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_plated_chorus_flower_pie raw_id=7698 class=com.jkvin114.displaydelight.block.SimplePlatedFoodBlock
displaydelight:edd_plated_chorus_fruit_popsicle raw_id=7700 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:edd_plated_end_barbecue_stick raw_id=7701 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:edd_plated_ender_bamboo_rice raw_id=7699 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:edd_plated_stuffed_rice_cake raw_id=7697 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:edd_roasted_dragon_steak raw_id=7568 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:edd_shulker_soup raw_id=7564 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_small_plated_chorus_fruit_pie_slice raw_id=7751 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:edd_steamed_dragon_egg raw_id=7579 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:edd_stir_fried_shulker_meat raw_id=7567 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:erd_amberveil_stew raw_id=7552 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_amberveiled_curry raw_id=7553 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_chicken_curry raw_id=7558 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:erd_chorus_juice raw_id=7551 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:erd_chorus_stew raw_id=7554 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_ender_paella raw_id=7557 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:erd_endermite_stew raw_id=7556 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_pearl_pasta raw_id=7561 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:erd_plated_crawling_sandwich raw_id=7696 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:erd_plated_crispy_skewer raw_id=7694 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:erd_plated_strange_eclair raw_id=7695 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:erd_plated_uncanny_cookies raw_id=7693 class=com.jkvin114.displaydelight.block.StackablePlateFoodBlock
displaydelight:erd_small_plated_chorus_pie_slice raw_id=7750 class=com.jkvin114.displaydelight.block.SmallPlatedFoodBlock
displaydelight:erd_steak_fries raw_id=7559 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:erd_stuffed_shulker_bowl raw_id=7562 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_twisted_cereal raw_id=7555 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:erd_veil_of_flames_risotto raw_id=7560 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:fd_christmas_tea raw_id=7522 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:fd_festive_chicken raw_id=7521 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:fd_salmon_verrines raw_id=7523 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:fish_stew raw_id=7433 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:food_plate raw_id=7423 class=com.jkvin114.displaydelight.block.EmptyPlateBlock
displaydelight:fried_rice raw_id=7434 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:fruit_salad raw_id=7426 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:gleaming_salad raw_id=7456 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:glow_berry_custard raw_id=7425 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:grilled_salmon raw_id=7447 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:honey_glazed_ham raw_id=7451 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:hot_cocoa raw_id=7455 class=com.jkvin114.displaydelight.block.HotDrinkBlock
displaydelight:lm_chicken_curry raw_id=7514 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:lm_cod_deluxe raw_id=7512 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:lm_hearty_lunch raw_id=7513 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:lm_mushroom_pot_pie raw_id=7517 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_omurice raw_id=7516 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_pasta_with_mushroom_sauce raw_id=7515 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:lm_potato_soup raw_id=7509 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_pufferfish_broth raw_id=7508 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_red_soup raw_id=7510 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_rice_pudding raw_id=7520 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_roasted_mutton_rack raw_id=7518 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:lm_sweet_berry_custard raw_id=7519 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:lm_tomato_egg_soup raw_id=7511 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:melon_juice raw_id=7454 class=com.jkvin114.displaydelight.block.DrinkBlock
displaydelight:mixed_salad raw_id=7429 class=com.jkvin114.displaydelight.block.FoodBlock
displaydelight:mnd_bleeding_tartar raw_id=7599 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:mnd_blue_tenderloin_steak raw_id=7596 class=com.jkvin114.displaydelight.block.WideFoodBlock
displaydelight:mnd_breakfast_sampler raw_id=7590 class=com.jkvin114.displaydelight.block.WideFoodBlock
